sentence-transformers/distiluse-base-multilingual-cased-v1	https://huggingface.co/api/models/sentence-transformers/distiluse-base-multilingual-cased-v1/tree/main?recursive=true	ok	2026-08-08T09:42:40.991978Z
sentence-transformers/distiluse-base-multilingual-cased-v2	https://huggingface.co/api/models/sentence-transformers/distiluse-base-multilingual-cased-v2/tree/main?recursive=true	ok	2026-08-08T09:42:41.262326Z
lxyuan/distilbert-base-multilingual-cased-sentiments-student	https://huggingface.co/api/models/lxyuan/distilbert-base-multilingual-cased-sentiments-student/tree/main?recursive=true	ok	2026-08-08T09:42:41.535819Z
openbmb/MiniCPM-o-4_5	https://huggingface.co/api/models/openbmb/MiniCPM-o-4_5/tree/main?recursive=true	ok	2026-08-08T09:42:41.819176Z
MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7	https://huggingface.co/api/models/MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7/tree/main?recursive=true	ok	2026-08-08T09:42:42.093460Z
cross-encoder/nli-deberta-v3-small	https://huggingface.co/api/models/cross-encoder/nli-deberta-v3-small/tree/main?recursive=true	ok	2026-08-08T09:42:42.391841Z
MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	https://huggingface.co/api/models/MoritzLaurer/mDeBERTa-v3-base-mnli-xnli/tree/main?recursive=true	ok	2026-08-08T09:42:42.673167Z
cross-encoder/nli-deberta-v3-base	https://huggingface.co/api/models/cross-encoder/nli-deberta-v3-base/tree/main?recursive=true	ok	2026-08-08T09:42:42.955214Z
cross-encoder/nli-MiniLM2-L6-H768	https://huggingface.co/api/models/cross-encoder/nli-MiniLM2-L6-H768/tree/main?recursive=true	ok	2026-08-08T09:42:43.235810Z
MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli	https://huggingface.co/api/models/MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli/tree/main?recursive=true	ok	2026-08-08T09:42:43.509635Z
cross-encoder/nli-deberta-v3-xsmall	https://huggingface.co/api/models/cross-encoder/nli-deberta-v3-xsmall/tree/main?recursive=true	ok	2026-08-08T09:42:43.779840Z
MoritzLaurer/deberta-v3-large-zeroshot-v2.0	https://huggingface.co/api/models/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/tree/main?recursive=true	ok	2026-08-08T09:42:44.054271Z
MoritzLaurer/bge-m3-zeroshot-v2.0	https://huggingface.co/api/models/MoritzLaurer/bge-m3-zeroshot-v2.0/tree/main?recursive=true	ok	2026-08-08T09:42:44.326506Z
MoritzLaurer/deberta-v3-base-zeroshot-v2.0	https://huggingface.co/api/models/MoritzLaurer/deberta-v3-base-zeroshot-v2.0/tree/main?recursive=true	ok	2026-08-08T09:42:44.614895Z
cross-encoder/nli-deberta-v3-large	https://huggingface.co/api/models/cross-encoder/nli-deberta-v3-large/tree/main?recursive=true	ok	2026-08-08T09:42:44.882302Z
MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33	https://huggingface.co/api/models/MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33/tree/main?recursive=true	ok	2026-08-08T09:42:45.154871Z
Xenova/bart-large-mnli	https://huggingface.co/api/models/Xenova/bart-large-mnli/tree/main?recursive=true	ok	2026-08-08T09:42:45.528736Z
knowledgator/gliclass-large-v1.0	https://huggingface.co/api/models/knowledgator/gliclass-large-v1.0/tree/main?recursive=true	ok	2026-08-08T09:42:45.891631Z
